bibcode,title,author,pubdate,url,abstract,keywords
2023LPICo2887.2942D,Artemis Program: An Open Gate to Private-Public Partnerships to Develop a Lunar-Based Economy,"Duboille, C.; Foing, B.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2942.pdf,This paper investigates the Artemis program as an opportunity to strengthen private-public partnerships to foster Moon exploration through the Commercial Lunar Payloads Services (CLPS) and the subsequent economic and scientific opportunities.,
2023LPICo2887.2943F,"Preparing Artemis Base Camp: Highlights From Ilewg, LUNEX Euromoonmars, IMA International MoonBase Alliance, and EuroSpaceHub Academy","Foing, B. H.; Ilewg Cospar; Lunex Team; Euromoonmars Team; Ima International Moonbase Alliance; Eurospacehub Academy; Sri Space Renaissance International",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2943.pdf,"Activities and results preparing for exploration and Artemis Base Camp, from 2009 with ILEWG/LUNEX EuroMoonMars program in Data Analysis, Instrumentation, Field Work, and Astronautics, now upscaled with International MoonBase Alliance IMA, and EuroSpaceHub.",
2023LPICo2887.2944V,Human Factor in an Analog Lunar Habitat: EuroSpaceHub and EMMPOL18 2023 Campaigns and Lessons for Artemis Base Camp,"Vandycke, R.; Neuman, T.; Sekara, S.; Shinde, D. K.; Foing, B.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2944.pdf,"EMMPOL18 is a one-week isolation mission taking place in Poland which serve as training program for analog astronaut, it allows to conduct experience inside the habitat that can be re-create in a moon-base environment.",
2023LPICo2887.2946F,"On the Governance of Early Lunar Operations: Solving ""The Dust Problem""","Freeman, R. H.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2946.pdf,This paper correlates how the physics of lunar dust adhesion provides the basis for dust mitigation per surface repulsion (passive strategy of surface etching) or dust migration (active strategy of electrodynamics dust shielding). EVAs vs. robotics.,
2023LPICo2887.2947B,Shape-from-Shading Topography: Applications to Upcoming Human and Robotic Exploration of the Moon,"Boatwright, B. D.; Head, J. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2947.pdf,We outline a processing pipeline for generating meter-scale topography products that would be broadly applicable to landing site selection and mission planning for upcoming human and robotic exploration of the lunar south polar region and beyond.,
2023LPICo2887.2948B,NASA STMD LSII/LSIC ISRU Focus Group Update and Path Forward,"Berdis, J. R.; Hibbitts, C. A.; Nord, M.; Miller, R.; Burke, P.; Smith, D.; John, J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2948.pdf,"An update and future plans for the Lunar Surface Innovation Consortium's (LSIC) ISRU Focus Group, aimed at advancing technologies for the collection, processing, storing, and use of material on the lunar surface.",
2023LPICo2887.2950S,"Updates on Mini-RF Operations, Data, and Applicability to Artemis Landing Zone Characterization","Stickle, A. M.; Patterson, G. W.; Morgan, G. A.; The Mini-RF Team",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2950.pdf,"We will provide updates on current Mini-RF operations, newly re-processed data products, and newly collected data that can be used for Artemis zone and landing site characterization, with examples from current products over Artemis zones.",
2023LPICo2887.2951M,"Permanently Shadowed Regions Have Light, but How Much? A Case Study at the Artemis Candidate Landing Regions","Mahanti, P.; Wagner, R. V.; Robinson, M. S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2951.pdf,"All PSRs, even the darkest, coldest ones are not completely dark and have light from indirect illumination. ShadowCam images enable comparison of the available illumination to human work conditions.",
2023LPICo2887.2952K,Geologically Recent Regolith Drainage into Subsurface Voids: Implications for Lunar Exploration,"Kreslavsky, M. A.; Head, J. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2952.pdf,"Lunar ""spiders"" a rare new type of small young features, are formed by regolith drainage into shallow subsurface voids after geologically recent partial collapse of the voids' roofs. Unstable void roofs can pose a hazard for surface operations.",
2023LPICo2887.2953W,Near-Infrared Photometry of Future Landing Sites from the Lunar Orbiter Laser Altimeter (LOLA),"Walker, R. T.; Barker, M. K.; Mazarico, E.; Sun, X.; Neumann, G. A.; Smith, D. E.; Zuber, M. T.; Head, J. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2953.pdf,Near-IR photometry from LOLA is available at low- to mid-latitude CLPS landing sites and can be used to infer surface properties of the regions of interest and place the results in the global geological context.,
2023LPICo2887.2954E,"Lunar Trailblazer: A Pioneering Smallsat for Lunar Water, Lunar Geology, and Landing Site Reconnaissance","Ehlmann, B. L.; Klima, R. L.; Blaney, D.; Bowles, N.; Dickson, J.; Donaldson Hanna, K.; Edwards, C. S.; Green, R.; House, M. A.; Miura, J.; Pieters, C.; Thompson, D. R.; Lunar Trailblazer Team",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2954.pdf,"NASA's smallsat mission for understanding the Moon's water and water cycle is in the final stages of assembly and testing, and as-built characteristics of the delivered flight system will be described.",
2023LPICo2887.2956P,Field Campaign to Test a Nano-Rover in a Moon-Analog Environment and 3D Mapping Using LiDAR and Stereoscopic Camera,"Planitzer, T.; Stapperfend, S.; Fox, L.; Foing, B.; Unnithan, V.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2956.pdf,"The campaign to test the planetary rover platform HiveR from NEUROSPACE was conducted on Vulcano Island, Italy. Vulcano features Moon and Mars Analogs. Tests included maneuverability and optical localization with stereo and LiDAR cameras.",
2023LPICo2887.2957T,Supporting A New Lunar Geologic Mapping Campaign,"Thomson, B. J.; Williams, D. A.; Luna, J. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2957.pdf,"Systematic geologic mapping campaigns were conducted in the Apollo era to support landed missions. We are overdue for a renewal of a funded, systematic lunar mapping campaign to enable future mission support, site selection, and characterization.",
2023LPICo2887.2959M,Canadian Lunar Surface Exploration Initiatives,"Morisset, C. -E.; Picard, M.; Hill, P.; Haltigin, T.; Bergeron, M.; Saint-Jacques, D.; Lange, C.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2959.pdf,"In 2019, the Canadian Prime Minister announced that ""Canada is reaching for the Moon."" Two surface missions have been planned: the Lunar Rover Mission and the Lunar Science Instrument. The next one is to develop a Lunar Utility Vehicle for Artemis.",
2023LPICo2887.2960J,Lunar Far Side Volcanism: More than Just Mantle Overturn,"Jozwiak, L. M.; Meyer, H. M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2960.pdf,We discuss a number of unique far side volcanic targets of opportunity that could be explored by the Endurance mission.,
2023LPICo2887.2962C,"Coordinating Laboratory Analyses on Small Lunar Samples: Advantages, Challenges, and Lessons Learned","Crow, C. A.; Barnes, J. J.; Brounce, M.; Borg, L. E.; Boyce, J.; Davis, J.; Diaz, C.; Economos, R.; Erickson, T.; Flowers, R. M.; Jolliff, B.; Lehman-Franco, K.; Shearer, C.; Wilbur, Z. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2962.pdf,"We present an overview of three investigations of Endurance A-sized samples. Their small masses can pose many logistical and scientific challenges. We will discuss the advantages, challenges, and lessons learned from working with small lunar samples.",
2023LPICo2887.2964B,The Endurance Lunar Rover Mission Study Status,"Baker, J. D.; Keane, J. T.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2964.pdf,The Endurance lunar sample return mission was recommended in 2022 by the National Academy's Planetary Science and Astrobiology Decadal Survey as a high-priority strategic medium-class mission to the NASA Lunar Development and Exploration Program.,
2023LPICo2887.2965H,Mare Mesas in Mare Fecunditatis: Characteristics of a Newly Documented Class of Mare Volcanic Features,"Head, J. W.; Ivanov, M. A.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2965.pdf,"We document ""Mare Mesas,"" an unusual class of mare volcanic features in Mare Fecunditatis, steep-sloped, flat-topped hills less than a few kilometers across and tens of meters high, and encourage the search for more examples.",
2023LPICo2887.2966G,Investigating Lunar Polar Thermal Environments In Situ with the LAFORGE Instrument Aboard the CSA Lunar Rover Mission,"Greenhagen, B. T.; Cahill, J. T. S.; Elder, C. M.; Siegler, M. A.; Warren, T.; Ryan, K.; Clyde, B.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2966.pdf,"LAFORGE is a multispectral thermal infrared (TIR) imaging radiometer designed to maximize temperature accuracy, especially at very low temperatures. It will fly on the CSA Lunar Rover Mission as early as 2026.",
2023LPICo2887.2967T,Lunar Magnetism Studies Facilitated by the Endurance Mission Concept,"Tikoo, S. M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2967.pdf,We describe how new samples and measurements facilitated by Endurance could transform our understanding of lunar magnetism.,
2023LPICo2887.2968S,"Artemis Zone Landing Sites, Science, and Suitability for a Base Camp","Stopar, J. D.; Syposs, J. T.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2968.pdf,We identified multiple sites of special scientific interest near potential landing sites. Several are compelling targets of extended investigations that could be serviced from a base camp.,
2023LPICo2887.2969C,Sustained Low Altitude Lunar Orbit Mission to Map Resource (SLALOM MapR),"Chikine, S. C.; Johnson, T. J.; Parker, J. P.; Gardner, T. G.; Imler, P. I.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2969.pdf,"The Sustained Low Altitude Lunar Orbit Mission to Map Resource (SLALOM MapR) brings sensors closer to the lunar surface, enhancing the potential for resource prospecting and scientific monitoring of the lunar environment.",
2023LPICo2887.2970H,"Lunar Water Ice, O2, and Metals Derived from the Lunar Regolith: Some Thoughts on the Linkage Between Science Measurements and ISRU Needs","Hibbitts, C. A.; Nord, M.; Berdis, J.; Miller, R.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2970.pdf,"Science measurements of the lunar surface including composition (elemental and mineralogy), morphology, and stratigraphy, would provide valuable, even essential, information for the implementation of ISRU systems for water, O2, and metal extraction.",
2023LPICo2887.2971P,The Lunar Exploration and Science Orbiter (LExSO): Preparing for a Post-LRO Luna-Verse,"Petro, N. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2971.pdf,"LRO, a most remarkable asset, may not last forever. Here we report on work to develop a mission concept for a robust post-LRO mission called LExSO, a mission responsive to the recent LEAG CLOC-SAT report.",
2024LPICo3007.3445C,"Expanding Access and Usability of Spacecraft Data: The Mars Exploration Rovers Portal to Observations, Resources, and Tools to Advance Legacy Science (MER PORTAL)","Cole, S. B.; Aubele, J. C.; Farrand, W. H.; Lu, S.; Lynch, K. L.; Mer Portal Team",2024-07-00,http://www.hou.usra.edu/meetings/tenthmars2024/pdf/3445.pdf,Through the MER PORTAL / People will learn how to find / and use MER data.,
2024LPICo3040.1026S,Updates from Planetary Science Division's Here to Observe (H2O) Program,"Smith, D. J.; Lang, N. P.; Moore, L.; Niebur, C.; Rinehart, S.; Santiago-Materese, D.; Thompson, M.; Throop, H.; Vander Kaaden, K. E.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1026.pdf,"We will present updates and preliminary outcomes from PSD's H2O Program, summarize opportunities for participation, and address questions about the proposal submission process or status of participating PSD missions.",
2024LPICo3040.1167N,Inclusion Plans in NASA's Science Mission Directorate for ROSES-2024,"Nahm, A. L.; Watkins, R. N.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1167.pdf,"All people deserve / To feel included, with help / From Inclusion Plans.",
2024LPICo3040.1367F,"Workforce Development, Diversity, Inclusion, Innovation and Entrepreneurship from LUNEX EuroMoonMars and EuroSpaceHub Academy","Foing, B.; Rogers, H.; Pascual, J.; Puriené, V.; Fazel, F.; Ropero, A.; Claeys, K.; Ducai, T.; Crotti, S.; Tagne, D.; Vleugels, S.; Swida, O.; Hoogenboom, R.; Abbink, D.; Kolodziejczyk, A.; Perrier, I. R.; Baatout, S.; Pavanello, S.; Stoker, C.; Ehrenfreund, P.; Lee, T.; Musilova, M.; Heemskerk, M.; Pouwels, C.; Tavernier, A.; McGrath, K.; Robertson, C.; Horvatt, I.; Balfe, M.; Laffey, J.; Tyndall, C.; Harvey, M.; Ehreiser, A.; Schlarmann, L.; Reymens, B.; Sol, P.; Gautam, K.; Wedler, A.; Autino, A.; Heinz, S.; Pelton, J.; Crisafulli, J.; Beldavs, V.; Tacchini, D.; Hutchinson, A.; Duboille, C.; Gil Navidad, M.; Foing, V.; Demir, B.; Reibaldi, G.; Mankins, J.; Molony, S.; Osoianu, D.; Ip-Jewell, S.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1367.pdf,"Activities from ILEWG LUNEX Euro-MoonMars, EuroSpaceHub Academy, SRI and partners for WorkForce Development in Space and Planetary Research, Innovation, Interdisciplinarity, Diversity, Inclusion, Accessibility , Astronautics and Entrepreneurship.",
2024LPICo3040.1431B,African Initiative for Planetary and Space Sciences,"Baratoux, D. B.; Belhaï, D.; Chabou, C.; Chennaoui-Aoudjehane, H.; Douté, D.; Ezzine, I.; Korsaga, M.; Pitout, F.; Quesnel, Y.; Quitte, G.; Rajaonarivelo, A.; Sapah, M. S.; Wieczorek, M.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1431.pdf,The African Initiative for Planetary and Space Science is a research network of scientists and science communicators. This presentation will briefly review the history and past achievements of the network and will present the roadmap of the next four years.,
2024LPICo3040.1612S,The NASA Facility for Astromaterials Research at the Johnson Space Center — A National Laboratory for Planetary Research,"Simon, J. I.; Berger, E. L.; Keller, L. P.; Prissel, T. C.; Rampe, E.; Righter, K.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1612.pdf,"The NFAR at NASA Johnson Space Center is open to external users for planetary research and exploration. The facilities encompass a large number of analytical, experimental, and mission analog laboratories for planetary science.",
2024LPICo3040.1673W,DEEPS CORES: Bridging the Gaps of Earth and Planetary Science Education in Providence Public School District,"Wilk, K. A.; Prilipko Huber, O.; Razionale, D.; Bowers, S.; Shabtian, H.; Kimble, K.; Lo Piccolo, A.; Mason, A.; Krueger, H.; Garelick, S.; Sully, C.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1673.pdf,"Learn more about ""DEEPS CORES,"" an initiative to introduce Providence, RI high school students to Earth and planetary sciences.",
2024LPICo3040.1723J,Here to Observe: Kingsborough Community College and DragonFly,"Jaret, S. J.; Weisberg, M. K.; Park, J.; Pontefract, A.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1723.pdf,Engaging students / At community college / We're here to observe!,
2024LPICo3040.1739M,Improving Inclusivity and Accessibility in Planetary Science in Remote Field Courses,"Meier, M. L.; Thatcher, S.; Piatek, J. L.; Marshall, A.; Arroyo, Y.; Leon, S. C.; Williams, A. J.; Collins, T.; Gallant, E.; Elardo, S.; Williams, D. A.",2024-03-00,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1739.pdf,"Presentation on accessible and inclusive teachings of planetary and Earth sciences through remote field courses, with the NSF GeoSPACE program as a case study.",
