bibcode,url,title,abstract,pubdate,author,keywords
2018LPICo2045.2003A,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2003.pdf,Potential Mud Volcanism Type Processes on Pluto,Mapping and measurements of several vented dome structures on Pluto leans toward a mud-volcanism type process.,2018-06-00,"Ahrens, C. J.; Chevrier, V. F.",
2018LPICo2045.2004Y,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2004.pdf,Volume Expansion of Ganymede due to Temperature Change and Phase Change of Ices,"We estimate phase and volume changes coupled with Ganymede's thermal evolution using numerical simulations. From the results, we discuss surface features of Ganymede which could provide important constraints on interior dynamics and evolution.",2018-06-00,"Yoda, M.; Kimura, J.; Sekine, Y.; Kurita, K.",
2018LPICo2045.2005H,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2005.pdf,An Enthalpy Method to Simulate the Cryomagmatic Evolution of Impact Induced Melt Beneath Occator Crater on Ceres,An enthalpy method to simulate the cryomagmatic evolution of impact induced melt beneath Occator Crater on Ceres.,2018-06-00,"Hesse, M. A.; Castillo-Rogez, J. C.; Scully, J. E. C.",
2018LPICo2045.2006H,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2006.pdf,Systematic Spatial Variations in the Dust-to-Gas Ratio Within Enceladus' Plume,Simultaneous measurements of the gas and dust components of Enceladus' plume reveal that the material above Baghdad and Damascus sulci has a dust-to-gas ratio roughly an order of magnitude higher than the material above Alexandria and Cairo sulci.,2018-06-00,"Hedman, M. M.; Dhingra, D.; Hansen, C. J.; Portyankina, G.; Ye, S.",
2018LPICo2045.2007S,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2007.pdf,Cryovolcanic History of Ceres from Topography,"We use image analysis and flow modeling of domes on Ceres to argue that they are cryovolcanic in origin. Results imply an average cryovolcanic rate of 10000 m^3/yr, orders of magnitude lower than rates of basaltic volcanism on terrestrial planets.",2018-06-00,"Sori, M. M.; Sizemore, H. G.; Byrne, S.; Bramson, A. M.; Bland, M. T.; Stein, N. T.; Russell, C. T.; Raymond, C. A.",
2018LPICo2045.2008M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2008.pdf,Rheological Investigation of Cryovolcanic Slurries,"Subliquidus rheological experiments will be conducted for briny cryovolcanic compositions. Understanding how these materials move, deform, and evolve upon crystallizing will help constrain what morphological features can form by various compositions.",2018-06-00,"Morrison, A. A.; Whittington, A. G.; Zhong, F.; Mitchell, K. L.; Carey, E. M.",
2018LPICo2045.2009B,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2009.pdf,Cold Case: Fractional Crystallization in Cryomagmatic Systems,Simulating the thermal and physicochemical properties of planetary oceans/brines/ices as they solidify. What we can learn from terrestrial sea ice.,2018-06-00,"Buffo, J. J.; Schmidt, B. E.; Walker, C. C.",
2018LPICo2045.2010K,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2010.pdf,Enceladus' Plumes Reflectance. Particle-in-Cell Model Parametric Study,"In our work we are using kinetic numerical model to describe plumes curtain forms as a result of kinetic and thermodynamic processes: a) in the ocean, b) inside Tiger Stripes icy forms and c) over moon's surface.",2018-06-00,"Kotlarz, J. P.; Zalewska, N. E.",
2018LPICo2045.2011S,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2011.pdf,Phase Behaviour of Methane Hydrate Under Conditions Relevant to Titan's Interior,"The high-pressure behaviour Clathrate hydrates, thought to be abundant in the outer solar system, underpins planetary modelling efforts of the interior of Titan, where clathrates are hypothesised to be the source of the dense N2, CH4 atmosphere.",2018-06-00,"Sclater, G.; Fortes, A. D.; Crawford, I. A.",
2018LPICo2045.2012S,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2012.pdf,Cryovolcanism on Pluto from the New Horizons Flyby,"Overview of the morphology, composition, and possible formation mechanism of Pluto's putative cyrovolcanic constructs.",2018-06-00,"Singer, K. N.; Schenk, P. M.; White, O. L.; Moore, J. M.; McKinnon, W. B.; Beyer, R. A.; Spencer, J. R.; Howard, A. D.; Schmitt, B.; Stern, S. A.; Cook, J. C.; Grundy, W. M.; Cruikshank, D. P.; Umurhan, O.; Protopappa, S.; Lauer, T. R.; Weaver, H. A.; Young, L. A.; Olkin, C. B.; Ennico, K.",
2018LPICo2045.2013B,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2013.pdf,Are Floor-Fractured Craters on Ceres Formed by Cryomagmatism?,"Several of the impact craters on Ceres have sets of fractures on their floors, morphologically similar lunar Floor-Fractured Craters. We present a geomorphic and topographic analysis of the cerean FFCs and propose hypotheses for their formation.",2018-06-00,"Buczkowski, D. L.; Sizemore, H. G.; Bland, M. T.; Scully, J. E. C.; Quick, L. C.; Hughson, K. H. G.; Park, R. S.; Preusker, F.; Raymond, C. A.; Russell, C. T.",
2018LPICo2045.2014M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2014.pdf,"Experimental Simulation of Cryomagmatic Processes. Water Ice, Clathrates and Salts","Study of diverse cryomagmatic processes based on the system H2O-CO2-MgSO4 with application to Europa. The type of the crystals formed is related to volume-temperature changes, while their morphology is associated with surface geological features.",2018-06-00,"Muñoz-Iglesias, V.; Prieto-Ballesteros, O.; López, I.",
2018LPICo2045.2015S,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2015.pdf,Heat Pipe Effects on Enceladus' South Polar Terrain and the Implications for Regional Heating and Eruption Activity,"We model Enceladus' plume material passing through cracks in an icy crust. Repeated passage yields local thermal and structural weakness zones that favor additional eruptions through the same system, leaving more distant crustal areas cold and thick.",2018-06-00,"Sakimoto, S. E. H.; Gregg, T. K. P.",
2018LPICo2045.2016R,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2016.pdf,"A Closer Look at Galileo Photopolarimeter-Radiometer (PPR) Data from a Possible Plume Source North of Pwyll, Europa","An endogenic source is not necessary to explain the temperature observations of the N. Pwyll region. However, the area has a particularly high thermal inertia, which may be indicative of plume fallout.",2018-06-00,"Rathbun, J. A.; Spencer, J. R.",
2018LPICo2045.2017J,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2017.pdf,Evolution of Photometric and Polarimetric Phase Curves of Fine-Grained Water Ice Particles due to Grain Sintering,Laboratory photometric and polarimetric phase curves of micrometer-sized water ice particles to elucidate the effect of grain sintering on scattering properties relevant for the analysis of potential plume deposition sites on icy satellites.,2018-06-00,"Jost, B.; Cerubini, R.; Poch, O.; Pommerol, A.; Thomas, N.",
2018LPICo2045.2018H,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2018.pdf,"Stress, Tectonics and Cryovolcanism","Here we examine mechanisms, mostly tidal, that can impart stress to the surfaces of icy satellites, the formation of fractures as a response to these stresses, and the ability of these fracture to serve as conduits for eruptive processes.",2018-06-00,"Hurford, T. A.",
2018LPICo2045.2019J,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2019.pdf,Investigating the Dynamics of Dike-Fed Cryovolcanism,"The density of cryomagmas relative to the ice shell is a common barrier to dike propagation. We hypothesize that including dike-tip degassing in dike propagation models will lower cryomagma densities, and allow for surface propagation.",2018-06-00,"Jozwiak, L. M.",
2018LPICo2045.2020H,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2020.pdf,The Europa Lander Mission Concept and Science Goals — Highlighting Ice Properties and Surface Activity,"The Europa Lander mission concept would address key questions regarding ice properties and surface activity, including characterizing any plume deposits, understanding local topography, searching for evidence of interactions with liquid water.",2018-06-00,"Hand, K. P.; Murray, A. E.; Garvin, J.; Horst, S.; Brinckerhoff, W.; Edgett, K.; Hoehler, T.; Russell, M.; Rhoden, A.; Yingst, R. A.; German, C.; Schmidt, B.; Paranicas, C.; Smith, D.; Willis, P.; Hayes, A.; Ehlmann, B.; Lunine, J.; Templeton, A.; Nealson, K.; Christner, B.; Cable, M.; Craft, K.; Pappalardo, R.; Hofmann, A.; Nordheim, T.; Phillips, C.",
2018LPICo2045.2021M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2021.pdf,Heat Generating Processes and Their Affects on Ice and Ice Mixtures: On the Potential Origins of Cryovolcanism in the Solar System,A summary of our knowledge about cryovolcanism and information about the composition and rheology of relevant ice system.,2018-06-00,"McCarthy, C.",
2018LPICo2045.2022G,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2022.pdf,"Modeling the Enceladus, Europa and Io Plumes; a Contrast","We present a comparison of simulations of the Enceladus, Europa and Io plumes.",2018-06-00,"Goldstein, D. B.; Mahieux, A.; Hoey, W.; Ackley, P.; McDoniel, W.; Yeoh, S.; Berg, J.; Trafton, L.; Varghese, P.",
2018LPICo2045.2023B,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2023.pdf,"Testing the Cryovolcanism Hypothesis for Vulcan Planum, Charon",Shape of bending plate / Not cryovolcanism / Explains Vulcan moat.,2018-06-00,"Borrelli, M. E.; Collins, G. C.",
2018LPICo2045.2024M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2024.pdf,Eruption Style Sensitivity to Cryomagma-Volatile Coupling in Conduits on Enceladus and Other Ocean Worlds,Enceladus plumes / Effervescent eruptions / Fueled by hydrogen.,2018-06-00,"Mitchell, K. L.",
2018LPICo2045.2025F,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2025.pdf,What can Silicate Volcanism tell Us About Cryovolcanism?,This contribution is intended to inspire discussion about the validity and limits of applicability of models of silicate volcanism with a view to further elucidating cryovolcanic processes.,2018-06-00,"Fagents, S. A.",
2018LPICo2045.2026C,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2026.pdf,Brine-Driven Volcanism at Ceres,This presentation will review our understanding of Ceres' brine chemistry and its role in geological activity.,2018-06-00,"Castillo-Rogez, J. C.; Quick, L.; Scully, J. E. C.; Hesse, M. A.; Raymond, C. A.",
2018LPICo2045.2027C,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2027.pdf,"Investigating Effects of Subsurface Cryovolcanic Chamber Pressurization on Ceres and Icy Moons — Fracturing, Cryovolcanism, and Surface Response","Investigations of fractures, cryovolcanism, and surface response driven by over-pressurization as a cryomagma chamber cools and freezes.",2018-06-00,"Craft, K. L.; Lowell, R. P.; Walker, C. C.; Quick, L. C.",
2018LPICo2045.2028A,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2028.pdf,Determining Heat Fluxes of Small Icy Bodies Using 2D Numerical Models,Validating heat fluxes generated by 1D parameterized models for small icy body evolution by performing 2D numerical convection simulations with implications for cryovolcanism.,2018-06-00,"Allu Peddinti, D.; Desch, S. J.",
2018LPICo2045.2029M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2029.pdf,Breaking the BBC (Buoyancy Barriers to Cryovolcanism),"Like Australian table wines, Cryovolcanism has been poo-poohed, because of a perceived negative buoyancy problem. Here we point out that several basaltic planets have overcome far worse barriers, and calculate a scenario for cyrovolcanism on Pluto.",2018-06-00,"McGovern, P. J.; White, O. L.",
2018LPICo2045.2030M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2030.pdf,"Vulcan Planitia, Type Example of Outer Solar System Ammonia-Water Cryovolcanism",Pluto's moon Charon offered the first clear (ground-based) evidence for the ammonia-water volcanism predicted long ago by J.S. Lewis. New Horizons then obtained compelling evidence for an ammonia-bearing cryovolcanic plain. But how did it get there?,2018-06-00,"McKinnon, W. B.; Beyer, R. A.; Schenk, P. M.; Moore, J. M.; Singer, K. N.; White, O. L.; Spencer, J. R.; Cook, J. C.; Grundy, W. M.; Cruikshank, D. P.; Weaver, H. A.; Young, L. A.; Olkin, C. B.; Stern, S. A.; Robbins, S. J.; New Horizons GGI Team; New Horizons Composition Team",
2018LPICo2045.2031B,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2031.pdf,Charon's Smooth Plains,"We hypothesize that Charon's smooth plains result from its global extension that caused crustal blocks to founder. Then, a viscous cryoflow composed of ammonia-rich mantle material rose up, enveloped the sinking blocks, and produced the plains.",2018-06-00,"Beyer, R. A.; Spencer, J. R.; Nimmo, F.; Beddingfield, C.; Grundy, W. M.; McKinnon, W. B.; Moore, J.; Robbins, S.; Runyon, K.; Schenk, P.; Singer, K.; Weaver, H.; Young, L. A.; Ennico, K.; Olkin, C.; Stern, S. A.; New Horizons Science Team",
2018LPICo2045.2032K,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2032.pdf,Cryovolcanism in Concept and Reality,"Cryovolcanism, cryomagmatism and related terms pertain to the melting and solid-liquid phase separation, intracrustal transfer, eruption, and flow of aqueous or other cold liquids on icy planets, satellites, comets, and asteroids.",2018-06-00,"Kargel, J. S.",
2018LPICo2045.2033M,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2033.pdf,"Cryovolcanism at Rhadamanthys Linea, Europa and the Role of Tidal Stresses","At Rhadamanthys linea the low-albedo areas are localized, causing a distinctive pattern of spots. In this work we investigate possible causes of this localization and the potential effects of tidal stresses.",2018-06-00,"Maxwell, R. E.; Nimmo, F.",
2018LPICo2045.2034Q,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2034.pdf,Terrestrial Magma Dynamics as an Analog for Cryomagma Transport on Icy Worlds,"We present modes of magma transport on Earth, and consider the extent to which these modes of transport might operate on icy worlds.",2018-06-00,"Quick, L. C.; Marsh, B. D.",
2018LPICo2045.2035S,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2035.pdf,Candidate (Cryo)Volcanic Features in the Outer Solar System: Observational Constraints,Volcanic constructs abound / Constraints are few and far between / Variety and complexity in style and composition.,2018-06-00,"Schenk, P.; Prockter, L.",
2018LPICo2045.2036A,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2036.pdf,Time Evolution of Ice-shell Thickness: Implications for Cryovolcanic Activity on Europa,"Europa, amongst other icy bodies in our solar system, exhibits a suite of surface features with aligned chemistry indicative of transport between the ice-shell and ocean.",2018-06-00,"Allu Peddinti, D.; Rhoden, A. R.",
